dataset,scope_type,scope,prototype_id,event_count_per_seed,seed_use_fraction,selection_share_mean,selection_share_std,event_hit_share_mean,event_hit_share_std,rank1_share_mean,rank1_share_std,selected_similarity_mean_mean,selected_similarity_mean_std
insta_market_basket,history,history_le_64,24,503733,0.6666666666666666,0.042261972116180595,0.07317882355790328,0.16904788846472238,0.29271529423161313,0.0013658029154333744,0.0023622024465271224,0.270607649455924,0.2455735801096097
insta_market_basket,history,history_le_64,25,503733,0.6666666666666666,0.007197761512547322,0.012443686450865883,0.028791046050189287,0.049774745803463534,0.0033807592514288327,0.00585220869804358,0.08708065496068013,0.2576784868760277
insta_market_basket,history,history_le_64,26,503733,0.6666666666666666,0.0001333378330716206,0.0001481465204124861,0.0005333513322864825,0.0005925860816499444,0.00002448387009255565,0.000027098476414348168,0.19574692995238072,0.18850623454757398
insta_market_basket,history,history_le_64,27,503733,0.3333333333333333,1.6543155467943005e-7,2.865358578798817e-7,6.617262187177202e-7,1.1461434315195268e-6,0.0,0.0,-0.04537971317768097,0.07859996885664634
insta_market_basket,history,history_le_64,28,503733,1.0,0.08220624815130237,0.13952961781470027,0.3288249926052095,0.5581184712588011,0.0026852849955565083,0.002341265821262912,0.40624203310771767,0.05037862651576822
insta_market_basket,history,history_le_64,29,503733,0.6666666666666666,0.08152152694648421,0.141196847767035,0.32608610778593683,0.56478739106814,0.08148430484668134,0.141134956013883,0.26232067776408224,0.24093092791485246
insta_market_basket,history,history_le_64,30,503733,1.0,0.00015964145026565,0.0001721966078419307,0.0006385658010626,0.0006887864313677228,0.00015815256627353514,0.0001460197527415481,0.1711614252409296,0.13268350221548306
insta_market_basket,history,history_le_64,31,503733,1.0,0.0030690862024127866,0.004784501340432789,0.012276344809651146,0.019138005361731155,0.001473002562865645,0.002089619082439161,0.32577987100685385,0.1939549178150448
insta_market_basket,history,history_le_64,32,503733,0.6666666666666666,0.00003804925757626891,0.00006547391376870762,0.00015219703030507563,0.0002618956550748305,8.602440843330362e-6,0.00001489986460975385,0.19875178444829636,0.17306972977347518
insta_market_basket,history,history_le_64,33,503733,1.0,0.00007758739914465269,0.00012965771315108472,0.00031034959657861075,0.0005186308526043389,2.6469048748708804e-6,3.0324104866108565e-6,0.1482907268955259,0.22625460717680687
insta_market_basket,history,history_le_64,34,503733,1.0,0.00047346510949252877,0.0007981928852256202,0.001893860437970115,0.003192771540902481,0.0005809956200341583,0.0010011607158530579,0.17164714221942567,0.18770078030000845
insta_market_basket,history,history_le_64,35,503733,1.0,0.08253330633490362,0.14250466804456943,0.3301332253396145,0.5700186721782777,0.19263644298335295,0.3334566968784665,0.31692856096013333,0.13873747254941438
insta_market_basket,history,history_le_64,36,503733,0.3333333333333333,5.128378195062332e-6,8.882611594276332e-6,0.000020513512780249328,0.00003553044637710533,0.0,0.0,-0.022985199095821512,0.03981153265604907
insta_market_basket,history,history_le_64,37,503733,0.6666666666666666,0.00200850450536296,0.0021347132370630336,0.00803401802145184,0.008538852948252134,0.0020202501457451997,0.003364271868449948,0.27930184231183736,0.24399141682150122
insta_market_basket,history,history_le_64,38,503733,0.6666666666666666,0.00018429075191288508,0.00031834172496640785,0.0007371630076515403,0.0012733668998656314,0.00031034959657861075,0.000537541269382658,0.17948310862191416,0.25492159830687117
insta_market_basket,history,history_le_64,39,503733,1.0,0.0014596026069366112,0.0021092291421551715,0.005838410427746445,0.008436916568620686,0.0007417950911825644,0.0009363991835514533,0.3414089050782403,0.3099164498498333
insta_market_basket,history,history_le_64,40,503733,1.0,0.004193028184904833,0.00709041046589406,0.016772112739619333,0.02836164186357624,0.007046722503125002,0.01183927502591273,0.09635238650768709,0.2314122779957573
