dataset,seed,scope_type,scope,prototype_id,event_count,selection_count,selection_share,event_hit_share,rank1_count,rank1_share,selected_similarity_mean,prototype_used
insta_market_basket,42,quantity,p50_p90,34,202534,1,1.2343606505574372e-6,4.937442602229749e-6,0,0.0,0.28215429186820984,true
insta_market_basket,42,quantity,p50_p90,35,202534,1,1.2343606505574372e-6,4.937442602229749e-6,0,0.0,0.5210843682289124,true
insta_market_basket,42,quantity,p50_p90,36,202534,0,0.0,0.0,0,0.0,0.0,false
insta_market_basket,42,quantity,p50_p90,37,202534,3944,0.004868318405798533,0.01947327362319413,1384,0.006833420561485973,0.46137945129182834,true
insta_market_basket,42,quantity,p50_p90,38,202534,1,1.2343606505574372e-6,4.937442602229749e-6,0,0.0,0.4620577096939087,true
insta_market_basket,42,quantity,p50_p90,39,202534,3732,0.0046066339478803555,0.018426535791521422,411,0.0020292889095164268,0.539035680537119,true
insta_market_basket,42,quantity,p50_p90,40,202534,12232,0.015098699477618573,0.06039479791047429,5104,0.02520070704178064,0.36395988725320705,true
insta_market_basket,42,quantity,p50_p90,41,202534,3,3.7030819516723117e-6,0.000014812327806689247,0,0.0,0.2662940174341202,true
insta_market_basket,42,quantity,p50_p90,42,202534,3,3.7030819516723117e-6,0.000014812327806689247,0,0.0,0.1522527647515138,true
insta_market_basket,42,quantity,p50_p90,43,202534,0,0.0,0.0,0,0.0,0.0,false
insta_market_basket,42,quantity,p50_p90,44,202534,1,1.2343606505574372e-6,4.937442602229749e-6,0,0.0,0.24818845093250275,true
insta_market_basket,42,quantity,p50_p90,45,202534,0,0.0,0.0,0,0.0,0.0,false
insta_market_basket,42,quantity,p50_p90,46,202534,0,0.0,0.0,0,0.0,0.0,false
