dataset,selector,cell,scope,role,count,joint_objective,log_qty_mse,qty_mae,qty_rmse,time_nll
yellow_trip_hourly,joint,mlp_log_mse,history_65_128,baseline,1475,1.6755535323863362,0.15672633269288264,1.3479892139919734,3.363331826930227,1.5188271996934535
yellow_trip_hourly,joint,mlp_log_mse,history_65_128,candidate,1475,1.6666175505171508,0.14779035082369732,1.2801189817008325,3.160390688778237,1.5188271996934535
yellow_trip_hourly,joint,mlp_log_mse,history_gt_128,baseline,5552,1.2725678495421988,0.22757330577671778,76.61825772946008,221.5277390919997,1.044994543765481
yellow_trip_hourly,joint,mlp_log_mse,history_gt_128,candidate,5552,1.2698279917534925,0.22483344798801144,58.514821378702045,156.38508348652974,1.044994543765481
yellow_trip_hourly,joint,mlp_log_mse,history_le_64,baseline,1241,2.6926021507871964,0.06926174169122291,0.5179498015057167,0.8330240860310215,2.6233404090959733
yellow_trip_hourly,joint,mlp_log_mse,history_le_64,candidate,1241,2.689845075529855,0.06650466643388142,0.5104429284763566,0.8332265251645532,2.6233404090959733
yellow_trip_hourly,joint,mlp_log_mse,le_p50,baseline,4364,1.9101973766795286,0.19956998968942363,1.3940361191328243,2.985568659530647,1.710627386990105
yellow_trip_hourly,joint,mlp_log_mse,le_p50,candidate,4364,1.9089362021656848,0.19830881517557974,1.4132433091140908,3.260870964376994,1.710627386990105
yellow_trip_hourly,joint,mlp_log_mse,overall,baseline,8268,1.5576024951687282,0.1911722491331818,51.767734241445226,181.53760165479204,1.3664302460355464
yellow_trip_hourly,joint,mlp_log_mse,overall,candidate,8268,1.5537546729532536,0.1873244269177073,39.59795881312541,128.15771578202072,1.3664302460355464
yellow_trip_hourly,joint,mlp_log_mse,p50_p90,baseline,3138,1.1835635593476028,0.2009468643817905,29.040303251255537,57.79490369416977,0.9826166949658124
yellow_trip_hourly,joint,mlp_log_mse,p50_p90,candidate,3138,1.186234104111401,0.20361740914558873,32.892403714743445,71.88157065511817,0.9826166949658124
yellow_trip_hourly,joint,mlp_log_mse,p90_p95,baseline,386,1.0828745545139982,0.10499748411052855,221.5866925333448,275.9644557378366,0.9778770704034696
yellow_trip_hourly,joint,mlp_log_mse,p90_p95,candidate,386,1.0541196354271019,0.07624256502363226,210.64818118396818,282.0397514756036,0.9778770704034696
yellow_trip_hourly,joint,mlp_log_mse,p95_p99,baseline,301,1.0769984783933704,0.09922393239747428,508.75349583419853,603.4106053930429,0.9777745459958961
yellow_trip_hourly,joint,mlp_log_mse,p95_p99,candidate,301,1.0213643272223896,0.04358978122649359,316.8462388555077,433.25247015136136,0.9777745459958961
yellow_trip_hourly,joint,mlp_log_mse,tail_gt_p95,baseline,380,1.0793264498694748,0.10154850403099844,645.4503109580592,782.3083565444399,0.9777779458384764
yellow_trip_hourly,joint,mlp_log_mse,tail_gt_p95,candidate,380,1.0172453993421455,0.03946745350366906,359.74202334755347,483.4952150815897,0.9777779458384764
yellow_trip_hourly,body,mlp_log_mse,body_le_p95,baseline,7888,1.580643176867957,0.19548982306429638,23.167407269833294,71.13696448202782,1.3851533538036607
yellow_trip_hourly,body,mlp_log_mse,body_le_p95,candidate,7888,1.5837689022184616,0.1986155484148009,22.752303934408612,71.39647134866448,1.3851533538036607
yellow_trip_hourly,body,mlp_log_mse,gt_p99,baseline,79,1.0881963158733672,0.11040541620429935,1166.282479974288,1247.6154806872075,0.9777908996690677
yellow_trip_hourly,body,mlp_log_mse,gt_p99,candidate,79,1.0166770175720798,0.038886117903012184,678.1133677808544,792.6471981448665,0.9777908996690677
yellow_trip_hourly,body,mlp_log_mse,history_65_128,baseline,1475,1.6755535323863362,0.15672633269288264,1.3479892139919734,3.363331826930227,1.5188271996934535
yellow_trip_hourly,body,mlp_log_mse,history_65_128,candidate,1475,1.6670351191271682,0.14820791943371467,1.3074212086402763,3.26684756247328,1.5188271996934535
yellow_trip_hourly,body,mlp_log_mse,history_gt_128,baseline,5552,1.2725678495421988,0.22757330577671778,76.61825772946008,221.5277390919997,1.044994543765481
yellow_trip_hourly,body,mlp_log_mse,history_gt_128,candidate,5552,1.2764626032342494,0.2314680594687684,60.82742570941833,166.95700735433934,1.044994543765481
yellow_trip_hourly,body,mlp_log_mse,history_le_64,baseline,1241,2.6926021507871964,0.06926174169122291,0.5179498015057167,0.8330240860310215,2.6233404090959733
yellow_trip_hourly,body,mlp_log_mse,history_le_64,candidate,1241,2.6899320268209035,0.0665916177249301,0.5231489921941765,0.828402548560883,2.6233404090959733
yellow_trip_hourly,body,mlp_log_mse,le_p50,baseline,4364,1.9101973766795286,0.19956998968942363,1.3940361191328243,2.985568659530647,1.710627386990105
yellow_trip_hourly,body,mlp_log_mse,le_p50,candidate,4364,1.9273740353580444,0.21674664836793933,1.5077032753625776,3.327800637893605,1.710627386990105
yellow_trip_hourly,body,mlp_log_mse,overall,baseline,8268,1.5576024951687282,0.1911722491331818,51.767734241445226,181.53760165479204,1.3664302460355464
